Common name,Scientific name,Order,Family,95% Lower CI,Abundance estimate,95% Upper CI,Range adjusted,Training species
Scrubtit,Acanthornis magna,Passeriformes,Acanthizidae (Thornbills and Allies),150,14644,1356910,TRUE,FALSE
Harwood's Francolin,Pternistis harwoodi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",166,14387,1348913,TRUE,FALSE
Visayan Tailorbird,Orthotomus castaneiceps,Passeriformes,Cisticolidae (Cisticolas and Allies),161,14350,1330260,TRUE,FALSE
Guadalcanal Crow,Corvus woodfordi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",167,14243,1314565,TRUE,FALSE
Geelvink Pygmy-Parrot,Micropsitta geelvinkiana,Psittaciformes,Psittaculidae (Old World Parrots),155,14173,1403957,TRUE,FALSE
Seram Friarbird,Philemon subcorniculatus,Passeriformes,Meliphagidae (Honeyeaters),150,14172,1266911,TRUE,FALSE
Slaty-winged Foliage-gleaner,Philydor fuscipenne,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),144,14169,1196461,FALSE,FALSE
Gray-headed Fruit-Dove,Ptilinopus hyogastrus,Columbiformes,Columbidae (Pigeons and Doves),161,14133,1236619,TRUE,FALSE
Yellow-headed Warbler,Teretistris fernandinae,Passeriformes,Teretistridae (Cuban Warblers),173,14131,1262926,TRUE,FALSE
Red-fronted Antpecker,Parmoptila rubrifrons,Passeriformes,Estrildidae (Waxbills and Allies),148,14058,1284030,TRUE,FALSE
Brazilian Merganser,Mergus octosetaceus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",159,14018,1365649,FALSE,TRUE
Ceara Gnateater,Conopophaga cearae,Passeriformes,Conopophagidae (Gnateaters),170,13989,1333257,TRUE,FALSE
Jelski's Chat-Tyrant,Ochthoeca jelskii,Passeriformes,Tyrannidae (Tyrant Flycatchers),179,13953,1168511,FALSE,FALSE
Yellow-footed Honeyguide,Melignomon eisentrauti,Piciformes,Indicatoridae (Honeyguides),153,13901,1263469,TRUE,FALSE
Turquoise Jay,Cyanolyca turcosa,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",156,13854,1262846,TRUE,FALSE
Golden-winged Tody-Flycatcher,Poecilotriccus calopterus,Passeriformes,Tyrannidae (Tyrant Flycatchers),154,13737,1304943,FALSE,FALSE
New Guinea Flightless Rail,Megacrex inepta,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",143,13709,1143334,TRUE,FALSE
Jobi Manucode,Manucodia jobiensis,Passeriformes,Paradisaeidae (Birds-of-Paradise),159,13703,1311012,TRUE,FALSE
Magnificent Sunbird,Aethopyga magnifica,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),154,13683,1162084,TRUE,FALSE
Rusty-fronted Canastero,Asthenes ottonis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),164,13523,1199396,TRUE,FALSE
Sumatran Whistling-Thrush,Myophonus castaneus,Passeriformes,Muscicapidae (Old World Flycatchers),134,13480,1318299,TRUE,FALSE
Royal Cinclodes,Cinclodes aricomae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),143,13470,1186634,FALSE,FALSE
Black-throated Laughingthrush,Ianthocincla chinensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),146,13398,1131650,TRUE,FALSE
Tessmann's Flycatcher,Fraseria tessmanni,Passeriformes,Muscicapidae (Old World Flycatchers),143,13343,1223384,TRUE,FALSE
Tsavo Sunbird,Cinnyris tsavoensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),144,13189,1387831,TRUE,FALSE
Sri Lanka Hanging-Parrot,Loriculus beryllinus,Psittaciformes,Psittaculidae (Old World Parrots),135,13108,1166006,TRUE,FALSE
Olive-rumped Serin,Crithagra rothschildi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",157,13095,1190123,TRUE,FALSE
Iquitos Gnatcatcher,Polioptila clementsi,Passeriformes,Polioptilidae (Gnatcatchers),141,13094,1199421,FALSE,FALSE
Pale-bellied Tapaculo,Scytalopus griseicollis,Passeriformes,Rhinocryptidae (Tapaculos),137,13074,1115306,TRUE,FALSE
Black Laughingthrush,Garrulax lugubris,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),145,13069,1201120,TRUE,FALSE
Ankober Serin,Crithagra ankoberensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",138,13050,1229559,TRUE,FALSE
Papuan Whipbird,Androphobus viridis,Passeriformes,Psophodidae (Whipbirds and Wedgebills),153,13035,1199469,TRUE,FALSE
Flores White-eye,Heleia crassirostris,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",153,13022,1068994,TRUE,FALSE
Black-hooded Antshrike,Thamnophilus bridgesi,Passeriformes,Thamnophilidae (Typical Antbirds),128,12989,1038027,TRUE,FALSE
Black-chinned Quailfinch,Ortygospiza gabonensis,Passeriformes,Estrildidae (Waxbills and Allies),136,12951,1130419,FALSE,FALSE
Gray Grasswren,Amytornis barbatus,Passeriformes,Maluridae (Fairywrens),161,12947,1265015,TRUE,FALSE
Spectacled Barwing,Actinodura ramsayi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),138,12796,1242125,TRUE,FALSE
Yellow-browed Seedeater,Crithagra whytii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",127,12782,1050991,FALSE,FALSE
Javan Fulvetta,Alcippe pyrrhoptera,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),137,12777,1274019,TRUE,FALSE
Olive-flanked Robin-Chat,Cossypha anomala,Passeriformes,Muscicapidae (Old World Flycatchers),142,12725,1086207,FALSE,FALSE
Rufous-browed Conebill,Conirostrum rufum,Passeriformes,Thraupidae (Tanagers and Allies),141,12725,1188806,TRUE,FALSE
Sind Woodpecker,Dendrocopos assimilis,Piciformes,Picidae (Woodpeckers),139,12703,1175692,TRUE,FALSE
Crimson-backed Flameback,Chrysocolaptes stricklandi,Piciformes,Picidae (Woodpeckers),129,12599,1092954,TRUE,FALSE
Sri Lanka Bay-Owl,Phodilus assimilis,Strigiformes,Tytonidae (Barn-Owls),137,12582,1209424,FALSE,FALSE
Black-tipped Cotinga,Carpodectes hopkei,Passeriformes,Cotingidae (Cotingas),136,12531,982866,TRUE,FALSE
Adelaide's Warbler,Setophaga adelaidae,Passeriformes,Parulidae (New World Warblers),132,12478,1172177,TRUE,FALSE
Bridled Sparrow,Peucaea mystacalis,Passeriformes,Passerellidae (New World Sparrows),137,12426,1078406,TRUE,FALSE
Taiwan Yuhina,Yuhina brunneiceps,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",117,12418,1166348,TRUE,FALSE
Palawan Hornbill,Anthracoceros marchei,Bucerotiformes,Bucerotidae (Hornbills),185,12390,634397,TRUE,TRUE
Masatierra Petrel,Pterodroma defilippiana,Procellariiformes,Procellariidae (Shearwaters and Petrels),150,12379,1054112,FALSE,FALSE
Tooth-billed Hummingbird,Androdon aequatorialis,Caprimulgiformes,Trochilidae (Hummingbirds),131,12312,1101373,FALSE,FALSE
Luzon Bleeding-heart,Gallicolumba luzonica,Columbiformes,Columbidae (Pigeons and Doves),130,12310,1140764,TRUE,FALSE
Long-billed Crow,Corvus validus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",137,12289,1232472,TRUE,FALSE
Palawan Flowerpecker,Prionochilus plateni,Passeriformes,Dicaeidae (Flowerpeckers),120,12272,1065432,TRUE,FALSE
Speckled Rail,Coturnicops notatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",126,12237,1078905,FALSE,FALSE
Timor Blue Flycatcher,Cyornis hyacinthinus,Passeriformes,Muscicapidae (Old World Flycatchers),138,12207,1188141,TRUE,FALSE
Tawny Straightbill,Timeliopsis griseigula,Passeriformes,Meliphagidae (Honeyeaters),146,12206,1083456,TRUE,FALSE
Lemon-spectacled Tanager,Chlorothraupis olivacea,Passeriformes,Cardinalidae (Cardinals and Allies),127,12173,1080608,FALSE,FALSE
Hispaniolan Parrot,Amazona ventralis,Psittaciformes,Psittacidae (New World and African Parrots),135,12098,1082945,TRUE,FALSE
Chirinda Apalis,Apalis chirindensis,Passeriformes,Cisticolidae (Cisticolas and Allies),139,12037,1045783,TRUE,FALSE
Spectacled Imperial-Pigeon,Ducula perspicillata,Columbiformes,Columbidae (Pigeons and Doves),134,12021,1142867,TRUE,FALSE
Imperial Snipe,Gallinago imperialis,Charadriiformes,Scolopacidae (Sandpipers and Allies),152,11975,1111546,FALSE,FALSE
Northern Cassowary,Casuarius unappendiculatus,Casuariiformes,Casuariidae (Cassowaries and Emu),119,11959,947589,TRUE,FALSE
Blue-capped Motmot,Momotus coeruliceps,Coraciiformes,Momotidae (Motmots),145,11943,1115817,TRUE,FALSE
White-chinned Thrush,Turdus aurantius,Passeriformes,Turdidae (Thrushes and Allies),128,11917,1032906,TRUE,FALSE
Spectacled Bristle-Tyrant,Phylloscartes orbitalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),132,11891,1068735,FALSE,FALSE
Violet-tailed Sylph,Aglaiocercus coelestis,Caprimulgiformes,Trochilidae (Hummingbirds),119,11868,1169017,TRUE,FALSE
Sulawesi White-eye,Zosterops consobrinorum,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",132,11833,1090423,TRUE,FALSE
Pollen's Vanga,Xenopirostris polleni,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",137,11810,1171492,TRUE,FALSE
Great Elaenia,Elaenia dayi,Passeriformes,Tyrannidae (Tyrant Flycatchers),151,11787,1139404,TRUE,FALSE
Tumbes Sparrow,Rhynchospiza stolzmanni,Passeriformes,Passerellidae (New World Sparrows),121,11779,1092315,TRUE,FALSE
Coral-billed Ground-Cuckoo,Carpococcyx renauldi,Cuculiformes,Cuculidae (Cuckoos),137,11773,1113268,TRUE,FALSE
Red-lored Whistler,Pachycephala rufogularis,Passeriformes,Pachycephalidae (Whistlers and Allies),147,11692,983362,FALSE,FALSE
Rufous-webbed Brilliant,Heliodoxa branickii,Caprimulgiformes,Trochilidae (Hummingbirds),132,11687,1012901,FALSE,FALSE
Lesser Masked-Owl,Tyto sororcula,Strigiformes,Tytonidae (Barn-Owls),117,11632,905765,FALSE,FALSE
Olive-backed Tanager,Mitrospingus oleagineus,Passeriformes,Mitrospingidae (Mitrospingid Tanagers),121,11627,1038192,TRUE,FALSE
Helmet Vanga,Euryceros prevostii,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",123,11580,1036301,TRUE,FALSE
Brown-capped Babbler,Pellorneum fuscocapillus,Passeriformes,Pellorneidae (Ground Babblers and Allies),145,11502,1035626,TRUE,FALSE
Rufous Sabrewing,Campylopterus rufus,Caprimulgiformes,Trochilidae (Hummingbirds),120,11474,1009117,TRUE,FALSE
Blue-whiskered Tanager,Tangara johannae,Passeriformes,Thraupidae (Tanagers and Allies),141,11460,1123748,TRUE,FALSE
White-streaked Honeyeater,Trichodere cockerelli,Passeriformes,Meliphagidae (Honeyeaters),117,11451,998578,TRUE,FALSE
Broad-billed Fairywren,Chenorhamphus grayi,Passeriformes,Maluridae (Fairywrens),122,11382,1021939,TRUE,FALSE
Golden-fronted Redstart,Myioborus ornatus,Passeriformes,Parulidae (New World Warblers),137,11357,1101307,TRUE,FALSE
Ochre-breasted Catbird,Ailuroedus stonii,Passeriformes,Ptilonorhynchidae (Bowerbirds),115,11311,1010743,FALSE,FALSE
Monteiro's Storm-Petrel,Oceanodroma monteiroi,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),122,11303,1069923,FALSE,FALSE
Black-faced Brushfinch,Atlapetes melanolaemus,Passeriformes,Passerellidae (New World Sparrows),124,11295,1143771,TRUE,FALSE
Sri Lanka Thrush,Zoothera imbricata,Passeriformes,Turdidae (Thrushes and Allies),141,11252,1023072,FALSE,FALSE
Mallee Emuwren,Stipiturus mallee,Passeriformes,Maluridae (Fairywrens),118,11234,1002950,TRUE,TRUE
Canary Islands Chiffchaff,Phylloscopus canariensis,Passeriformes,Phylloscopidae (Leaf Warblers),136,11204,977290,TRUE,FALSE
Duetting Giant-Honeyeater,Gymnomyza brunneirostris,Passeriformes,Meliphagidae (Honeyeaters),140,11157,759041,TRUE,FALSE
Bolivian Brushfinch,Atlapetes rufinucha,Passeriformes,Passerellidae (New World Sparrows),123,11141,984770,TRUE,FALSE
Stripe-throated Wren,Cantorchilus leucopogon,Passeriformes,Troglodytidae (Wrens),134,11141,1138178,TRUE,FALSE
Cuban Crow,Corvus nasicus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",118,11072,990999,TRUE,FALSE
White-bibbed Babbler,Stachyris thoracica,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",128,10963,1013214,TRUE,FALSE
Long-legged Warbler,Trichocichla rufa,Passeriformes,Locustellidae (Grassbirds and Allies),109,10962,1025742,FALSE,FALSE
Mountain Thornbill,Acanthiza katherina,Passeriformes,Acanthizidae (Thornbills and Allies),120,10922,1008885,TRUE,FALSE
Green-and-white Hummingbird,Amazilia viridicauda,Caprimulgiformes,Trochilidae (Hummingbirds),106,10907,1074619,TRUE,FALSE
Greater Scythebill,Drymotoxeres pucheranii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),119,10885,1006592,FALSE,FALSE
Cinnamon Weaver,Ploceus badius,Passeriformes,Ploceidae (Weavers and Allies),132,10833,1048736,TRUE,FALSE
Gray-hooded White-eye,Lophozosterops pinaiae,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",120,10809,1013426,FALSE,FALSE
Sunda Thrush,Zoothera andromedae,Passeriformes,Turdidae (Thrushes and Allies),121,10799,888133,FALSE,FALSE
Cockerell's Fantail,Rhipidura cockerelli,Passeriformes,Rhipiduridae (Fantails),130,10786,959857,TRUE,FALSE
Indigo Flycatcher,Eumyias indigo,Passeriformes,Muscicapidae (Old World Flycatchers),115,10786,1050467,TRUE,FALSE
Frill-necked Monarch,Arses lorealis,Passeriformes,Monarchidae (Monarch Flycatchers),122,10783,956469,TRUE,FALSE
Berthelot's Pipit,Anthus berthelotii,Passeriformes,Motacillidae (Wagtails and Pipits),126,10773,841876,TRUE,FALSE
Orange-breasted Fig-Parrot,Cyclopsitta gulielmitertii,Psittaciformes,Psittaculidae (Old World Parrots),130,10755,979016,TRUE,FALSE
Yellowhead,Mohoua ochrocephala,Passeriformes,Mohouidae (Whiteheads),116,10720,971891,TRUE,TRUE
Ashambu Laughingthrush,Montecincla meridionalis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),119,10706,983248,FALSE,FALSE
Sao Francisco Sparrow,Arremon franciscanus,Passeriformes,Passerellidae (New World Sparrows),116,10685,1025769,TRUE,FALSE
Yellow-throated Leafbird,Chloropsis palawanensis,Passeriformes,Chloropseidae (Leafbirds),104,10653,940608,TRUE,FALSE
Layard's Parakeet,Psittacula calthrapae,Psittaciformes,Psittaculidae (Old World Parrots),116,10635,896095,TRUE,FALSE
Gray-throated Bulbul,Alophoixus frater,Passeriformes,Pycnonotidae (Bulbuls),116,10633,940378,TRUE,FALSE
Rufous-backed Treehunter,Thripadectes scrutator,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),121,10521,822070,FALSE,FALSE
Lunulated Antbird,Oneillornis lunulatus,Passeriformes,Thamnophilidae (Typical Antbirds),105,10510,886105,FALSE,FALSE
Greater Flowerpiercer,Diglossa major,Passeriformes,Thraupidae (Tanagers and Allies),113,10485,957439,TRUE,FALSE
Buru Flowerpecker,Dicaeum erythrothorax,Passeriformes,Dicaeidae (Flowerpeckers),104,10459,808300,TRUE,FALSE
Sapayoa,Sapayoa aenigma,Passeriformes,Sapayoidae (Sapayoa),123,10423,970896,FALSE,FALSE
Green-tailed Warbler,Microligea palustris,Passeriformes,Phaenicophilidae (Hispaniolan Tanagers),106,10397,935306,TRUE,FALSE
Puerto Rican Tody,Todus mexicanus,Coraciiformes,Todidae (Todies),117,10390,895087,TRUE,FALSE
Schneider's Pitta,Hydrornis schneideri,Passeriformes,Pittidae (Pittas),118,10384,947997,TRUE,FALSE
Flores Green-Pigeon,Treron floris,Columbiformes,Columbidae (Pigeons and Doves),132,10232,923791,TRUE,FALSE
Bare-eyed Rail,Gymnocrex plumbeiventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",103,10216,934566,TRUE,FALSE
Cabot's Tragopan,Tragopan caboti,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",106,10181,882878,TRUE,FALSE
Bonaparte's Parakeet,Pyrrhura lucianii,Psittaciformes,Psittacidae (New World and African Parrots),109,10153,908832,TRUE,FALSE
Nilgiri Laughingthrush,Montecincla cachinnans,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),113,10058,891526,FALSE,FALSE
Corsican Finch,Carduelis corsicana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",115,10057,990114,TRUE,FALSE
Cape Rockjumper,Chaetops frenatus,Passeriformes,Chaetopidae (Rockjumpers),113,10055,888360,TRUE,FALSE
Gray-and-white Tyrannulet,Pseudelaenia leucospodia,Passeriformes,Tyrannidae (Tyrant Flycatchers),108,10048,1002802,TRUE,FALSE
Hooded Visorbearer,Augastes lumachella,Caprimulgiformes,Trochilidae (Hummingbirds),104,10039,826486,TRUE,FALSE
Masked Shining-Parrot,Prosopeia personata,Psittaciformes,Psittaculidae (Old World Parrots),108,9976,968042,TRUE,FALSE
Forest Honeyeater,Meliphaga montana,Passeriformes,Meliphagidae (Honeyeaters),102,9950,1005947,TRUE,FALSE
Fork-tailed Pygmy-Tyrant,Hemitriccus furcatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),99,9947,903420,TRUE,FALSE
Marsh Babbler,Pellorneum palustre,Passeriformes,Pellorneidae (Ground Babblers and Allies),105,9875,901938,TRUE,FALSE
Red Owl,Tyto soumagnei,Strigiformes,Tytonidae (Barn-Owls),116,9857,897445,TRUE,FALSE
Red-bellied Malimbe,Malimbus erythrogaster,Passeriformes,Ploceidae (Weavers and Allies),112,9856,945282,TRUE,FALSE
Gray-cheeked Tit-Babbler,Mixornis flavicollis,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",103,9769,906539,TRUE,FALSE
Lompobattang Flycatcher,Ficedula bonthaina,Passeriformes,Muscicapidae (Old World Flycatchers),106,9757,866823,TRUE,FALSE
Orangequit,Euneornis campestris,Passeriformes,Thraupidae (Tanagers and Allies),108,9645,909845,TRUE,FALSE
Ribbon-tailed Astrapia,Astrapia mayeri,Passeriformes,Paradisaeidae (Birds-of-Paradise),115,9620,849094,TRUE,FALSE
Arrowhead Piculet,Picumnus minutissimus,Piciformes,Picidae (Woodpeckers),106,9579,857609,TRUE,FALSE
Red-banded Fruiteater,Pipreola whitelyi,Passeriformes,Cotingidae (Cotingas),105,9498,855458,TRUE,FALSE
Sclater's Monal,Lophophorus sclateri,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",101,9494,828506,TRUE,FALSE
Antillean Euphonia,Euphonia musica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",104,9489,832031,TRUE,FALSE
Turati's Boubou,Laniarius turatii,Passeriformes,Malaconotidae (Bushshrikes and Allies),102,9476,787108,FALSE,FALSE
Kivu Ground-Thrush,Geokichla tanganjicae,Passeriformes,Turdidae (Thrushes and Allies),115,9475,859793,FALSE,FALSE
Crestless Fireback,Lophura erythrophthalma,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",109,9439,859431,TRUE,FALSE
Tucuman Mountain-Finch,Poospiza baeri,Passeriformes,Thraupidae (Tanagers and Allies),118,9367,943488,TRUE,TRUE
Jamaican Vireo,Vireo modestus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",96,9361,920199,TRUE,FALSE
Rufous-vented Ground-Cuckoo,Neomorphus geoffroyi,Cuculiformes,Cuculidae (Cuckoos),104,9356,937478,TRUE,FALSE
Velvet-purple Coronet,Boissonneaua jardini,Caprimulgiformes,Trochilidae (Hummingbirds),104,9237,839669,TRUE,FALSE
Chaco Nothura,Nothura chacoensis,Tinamiformes,Tinamidae (Tinamous),114,9222,834724,FALSE,FALSE
White-vented Shama,Copsychus niger,Passeriformes,Muscicapidae (Old World Flycatchers),102,9217,845858,TRUE,FALSE
Black-faced Solitaire,Myadestes melanops,Passeriformes,Turdidae (Thrushes and Allies),113,9159,869734,TRUE,FALSE
Orange-banded Thrush,Geokichla peronii,Passeriformes,Turdidae (Thrushes and Allies),107,9073,861067,TRUE,FALSE
Fulvous-headed Tanager,Thlypopsis fulviceps,Passeriformes,Thraupidae (Tanagers and Allies),99,9043,798035,TRUE,FALSE
Fine-barred Piculet,Picumnus subtilis,Piciformes,Picidae (Woodpeckers),100,8991,801304,TRUE,FALSE
Yellow-green Chlorospingus,Chlorospingus flavovirens,Passeriformes,Passerellidae (New World Sparrows),99,8984,729846,FALSE,FALSE
Salvin's Curassow,Mitu salvini,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",94,8965,781123,FALSE,FALSE
Puerto Rican Woodpecker,Melanerpes portoricensis,Piciformes,Picidae (Woodpeckers),91,8923,783654,TRUE,FALSE
Olive-throated Parakeet,Eupsittula nana,Psittaciformes,Psittacidae (New World and African Parrots),109,8898,735602,TRUE,FALSE
Titicaca Grebe,Rollandia microptera,Podicipediformes,Podicipedidae (Grebes),103,8887,717860,TRUE,FALSE
Hawaii Amakihi,Chlorodrepanis virens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",106,8821,811205,TRUE,FALSE
Chaplin's Barbet,Lybius chaplini,Piciformes,Lybiidae (African Barbets),95,8763,811875,FALSE,FALSE
Antillean Siskin,Spinus dominicensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",118,8719,722866,TRUE,FALSE
Buff-throated Warbling-Finch,Microspingus lateralis,Passeriformes,Thraupidae (Tanagers and Allies),102,8632,850021,TRUE,FALSE
Yucatan Wren,Campylorhynchus yucatanicus,Passeriformes,Troglodytidae (Wrens),94,8620,810748,TRUE,FALSE
Biak Scrubfowl,Megapodius geelvinkianus,Galliformes,Megapodiidae (Megapodes),110,8572,794781,TRUE,FALSE
Brown-backed Parrotlet,Touit melanonotus,Psittaciformes,Psittacidae (New World and African Parrots),92,8570,753448,TRUE,FALSE
Sumatran Wren-Babbler,Napothera albostriata,Passeriformes,Pellorneidae (Ground Babblers and Allies),99,8566,795524,TRUE,FALSE
Jamaican Euphonia,Euphonia jamaica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",89,8551,745620,TRUE,FALSE
Hyacinth Visorbearer,Augastes scutatus,Caprimulgiformes,Trochilidae (Hummingbirds),92,8545,700028,TRUE,FALSE
Hawaii Elepaio,Chasiempis sandwichensis,Passeriformes,Monarchidae (Monarch Flycatchers),82,8531,795572,TRUE,FALSE
Rufous-winged Illadopsis,Illadopsis rufescens,Passeriformes,Pellorneidae (Ground Babblers and Allies),92,8484,684143,TRUE,FALSE
